species,age_weeks,mean_water_temp_C,daily_feed_ration_g,length_cm,weight_g
Siberian sturgeon,41,15.152721041335392,21.319759855159187,30.782979954376685,926.4415107103932
Siberian sturgeon,61,14.122593850756411,35.89091268285373,36.51490524662994,1576.7404261557938
Rainbow trout,67,17.913342189483394,37.63820831203496,37.37021870867703,1691.3100335880638
Rainbow trout,79,20.082816998477742,44.836569934721545,38.14838354720988,1978.086426677377
Siberian sturgeon,29,16.633388966950395,6.25295144377332,24.56900636016082,573.9859861281783
Rainbow trout,32,14.853505283907321,11.567379360677092,25.460512171876186,624.1646284537904
Rainbow trout,36,16.147846237508052,17.545374765512754,25.103357545852734,681.0769418685177
Rainbow trout,26,17.737071694863527,7.911441883826348,22.9803461046502,480.61489744775963
Siberian sturgeon,14,15.712304063936024,3.420415551458035,17.061078754346326,191.1532468767197
Siberian sturgeon,70,17.762597060072785,36.62647651773578,38.30902540969323,1935.6963531524386
Rainbow trout,44,13.916105086593875,22.77855017932794,29.025231318508453,924.3308951062896
Siberian sturgeon,39,19.17607789268845,20.63864772516784,28.65410760847724,830.3184963416453
Rainbow trout,48,11.405733753396689,22.4931146861871,31.70282083066897,1080.01995596387
Rainbow trout,44,17.804506928959924,18.175820933877283,30.67178071564141,939.9393784077079
Rainbow trout,11,16.63428094387168,1.0,16.596408206359783,119.13733347253932
Siberian sturgeon,50,16.624804981451184,26.355059923912005,33.20006724258521,1229.7032672689763
Rainbow trout,20,19.47792124661506,8.349518292333986,21.538829506029735,366.86927448135117
Siberian sturgeon,12,16.022675602280298,6.342282649036242,17.453396271098445,180.67641333412067
Rainbow trout,40,17.67272625237457,13.74766685892949,29.821010634602114,869.6516961060705
Rainbow trout,73,14.822066719552883,43.70509518946468,36.857358928450154,1806.3008604263089
Siberian sturgeon,72,14.633209390379758,43.90687669640349,38.648973845999095,1980.9659177966714
Siberian sturgeon,28,14.542505770062157,9.81411157816345,26.20370777557199,589.9643796342309
Siberian sturgeon,65,18.087001791828065,43.4558211300673,36.91606610944524,1815.5205696878159
Rainbow trout,40,15.975303601484361,21.072166865702606,27.88812186791837,870.4713539245557
Siberian sturgeon,14,15.607555118544884,1.0,17.405175370781144,211.25403086610143
Rainbow trout,24,17.36182937501137,4.561569620977481,23.55733997767459,462.21301978371883
Rainbow trout,22,15.809057074495795,6.1130222321485785,22.707666429299778,386.8933945896242
Rainbow trout,76,16.044933539630602,34.88640716858882,36.01791794170825,1884.4410156726453
Rainbow trout,11,20.567115893384386,1.5413398297221224,17.515193252647506,243.3579846794708
Rainbow trout,79,21.10509200796468,46.8648556032308,40.197576676438196,2039.4043957149306
Siberian sturgeon,8,14.846175822821326,1.0,9.995831599986017,54.20426315962888
Rainbow trout,60,16.884944371755694,25.801582607050282,33.88861889446791,1372.73712756666
Rainbow trout,19,16.120106728588084,5.797901632759922,21.056923139932955,284.6510007268502
Siberian sturgeon,8,16.92580248125133,5.234966724165976,14.943962027989484,139.58892164696135
Rainbow trout,33,17.680342651733618,19.11799018669899,25.440909402713576,654.5692461183056
Siberian sturgeon,62,16.093954296216307,39.20687579436806,37.91547258988365,1677.4314433669601
Rainbow trout,53,16.67994395760718,26.09964706508747,30.75634912137675,1199.0900973371065
Siberian sturgeon,20,18.480236197308397,5.0232225652765,22.25633367976921,386.9023996540781
Siberian sturgeon,40,17.295649387528126,17.349144798443643,29.062916454396216,874.9895562340243
Rainbow trout,39,18.73547392548657,12.743108889671792,28.187552944729234,843.0499089678065
Rainbow trout,76,20.15617231623073,47.290161191939134,39.01032741976351,1972.2639653436013
Rainbow trout,78,12.784652615528245,45.392370655054634,37.45017583257906,1909.168194543414
Siberian sturgeon,35,22.269991148789256,14.472604802206098,28.472105784276273,762.6779843272
Siberian sturgeon,8,17.983660400508768,1.0,13.570790707610168,105.6751221031639
Rainbow trout,58,19.130224743557505,29.561044438257017,34.39530074753187,1382.133648014042
Siberian sturgeon,37,17.704121487575236,22.27281952647339,28.292325043394086,844.5789357540767
Rainbow trout,27,18.42800105564948,11.713178434867439,22.063924653565465,522.4349720208007
Siberian sturgeon,67,14.00414851744825,34.01109501053625,36.742084276961776,1756.4605812658904
Rainbow trout,74,16.630409527523334,40.93876736780202,35.02070053643986,1791.7270226427502
Siberian sturgeon,24,15.395141518391753,12.807622046285761,24.701916305533402,465.8831278834624
Siberian sturgeon,47,16.888367091231995,31.796423642603187,30.826878513907374,1095.4178519044594
Siberian sturgeon,49,17.55977219354952,28.275853298633326,30.616038047051106,1151.565723239509
Rainbow trout,20,17.577360983052596,5.832931204073683,21.927805999975917,340.72605124291647
Rainbow trout,35,16.194659114965454,18.68787461321792,27.353836847310564,739.4074188984172
Siberian sturgeon,35,20.286205851475884,11.616306642572084,27.37927366366675,744.9888334138317
Siberian sturgeon,13,17.083740455477656,3.4467055865894602,17.899169746203203,205.76608145387902
Rainbow trout,50,18.50983860435683,18.42134899513477,31.833070381307195,1111.3221357227233
Siberian sturgeon,47,20.538629158630457,22.209235822915964,31.490180031745325,1130.0608863357245
Rainbow trout,24,13.575039382856698,10.574930054633446,22.28582778757372,475.0069466648161
Rainbow trout,44,15.771794868211046,18.237971744518603,29.220248413773,947.2301649244099
Rainbow trout,59,19.15721001223116,31.05208397068979,33.61069830318863,1345.3889130071927
Siberian sturgeon,48,14.535392745186645,23.494083770934477,31.03353882146173,1134.2465442729008
Siberian sturgeon,48,11.508399286968697,18.319151347266327,31.746258811918057,1113.1982029297183
Siberian sturgeon,38,16.512745059105864,21.83967025561593,30.682981259994563,822.509569675795
Rainbow trout,52,17.17462974531054,29.61625264980611,31.9795012638403,1169.1794523764017
Rainbow trout,78,17.961116759756223,43.32944909142753,39.065063075107524,1930.3891585786378
Siberian sturgeon,24,17.264257647002474,5.358357339043268,22.01968033566613,401.12310396084223
Rainbow trout,39,15.51237343973562,22.796264916134845,28.51609115368917,901.7431272699872
Siberian sturgeon,51,21.2252215505942,27.668347646208417,31.36559595499992,1243.7741955440927
Siberian sturgeon,23,16.537940154946906,3.6957064082769584,23.95526243597894,440.1069934199775
Siberian sturgeon,29,16.788781422340783,13.775176681446077,24.973834172403354,607.9504818557093
Rainbow trout,29,18.35163899265318,15.827400456304058,25.774543007961086,510.1799201910541
Siberian sturgeon,25,16.659236466757363,11.31725754705127,21.75324362537513,399.3395393539715
Siberian sturgeon,66,16.669434102814673,39.38632727697897,36.0916817537283,1804.7318369364637
Rainbow trout,14,17.26141306644579,13.65099321290362,22.194595514469366,306.9034985115369
Siberian sturgeon,36,16.917541761728202,16.88226003671361,27.816285531898473,773.1343856042715
Rainbow trout,34,14.88991192942364,18.041170856425687,27.143692033770375,695.2996691379952
Rainbow trout,60,19.06937049462541,29.760314293058862,34.950101793285626,1435.4787394752207
Rainbow trout,26,18.204677538643235,15.163039643695654,23.686703098763438,473.23070352122477
Siberian sturgeon,51,15.396462930081295,32.09444309709,34.86547786062239,1202.1579036083638
Rainbow trout,27,17.557109893822947,10.953966835664858,22.921775485347847,474.75836792323787
Siberian sturgeon,47,15.382995167476786,23.757411518718147,30.828751939399268,1103.4413618261133
Siberian sturgeon,47,15.600365485753311,27.501317317796275,30.62186783589737,1146.9404944685887
Rainbow trout,10,17.25053054048295,1.3108200556674063,19.072112242676464,181.94281722982248
Siberian sturgeon,16,14.53445124707546,9.410296174533412,20.969391626654893,283.0832046182488
Rainbow trout,45,20.21298236263086,17.320355987906147,31.854141053871523,967.5158785211626
Rainbow trout,23,16.109709094760923,12.477441055416396,24.124185461429818,441.0594870384824
Rainbow trout,11,16.998131303887757,1.0,16.856321710671363,212.66504425908826
Rainbow trout,31,21.377659239456932,16.556187003822746,25.976091430128406,700.4492626446372
Rainbow trout,40,16.83771926715062,11.13368345085285,27.08113531093423,681.1434728233522
Siberian sturgeon,45,16.915208224907055,19.66709266097213,30.039263570952663,1048.6228171235557
Rainbow trout,38,20.752694500968474,20.27895984985843,28.487286204463864,810.5283504370758
Siberian sturgeon,12,14.318685854669624,4.232802547122915,13.974460562371274,101.52258724478068
Siberian sturgeon,71,15.96962683090596,48.70416034425406,36.04974028930674,1995.7493969403981
Siberian sturgeon,68,16.51844631030217,39.28551170754163,36.571711308027375,1898.1215308716473
Rainbow trout,35,19.091845858428982,16.18785841908498,26.984404709780407,706.604002534955
Rainbow trout,19,11.275298104053725,5.930454454397391,19.470632739614157,260.9647340614415
Siberian sturgeon,74,15.536455891456704,45.37903633180587,37.60928742554187,2110.080833739792
Rainbow trout,52,18.299047682458824,21.98779988070364,31.42957211686243,1135.964976265973
Rainbow trout,62,11.338483799009317,33.63997281715827,35.10814882051998,1530.8982429549856
Rainbow trout,43,18.92412469979329,27.53811178621328,29.464280307588197,966.9488176988202
Rainbow trout,50,16.02121631732694,21.403427254045965,31.502449185845265,1106.560341888814
Siberian sturgeon,64,14.50011953165891,38.779815879163245,37.33262873982778,1679.2723955702834
Rainbow trout,44,16.720834847510073,20.291533694072793,29.54017715316726,942.3959088520874
Siberian sturgeon,48,15.649488105258554,31.031863343130617,32.791668649199735,1169.141007275666
Rainbow trout,45,18.583445674660865,21.088608786630147,30.039054347314668,969.8749000218098
Rainbow trout,31,20.290552852333114,13.944208060536074,24.785105695598652,631.4152003215602
Siberian sturgeon,34,16.481252215831066,18.025578816607176,25.661170704898673,660.6380587113686
Siberian sturgeon,44,18.80666489963999,23.833690264512395,29.475481431799196,997.9320384656194
Siberian sturgeon,43,16.007009066369935,21.1686356704351,31.312603158993173,1032.8346248864134
Rainbow trout,76,18.03158564145318,34.97896047072935,37.84939009938069,1874.8270720068567
Siberian sturgeon,59,17.450620892562892,29.062940162811092,32.571290510608165,1543.9574817180257
Rainbow trout,20,16.11610682659464,9.41532473768046,20.404730037610975,352.3351749204971
Siberian sturgeon,44,16.130864961473034,18.980603134130412,28.8325601086835,1075.2692230888858
Siberian sturgeon,31,20.10223535710927,11.937373751483078,25.65253046403429,624.5415433394555
Siberian sturgeon,74,9.438351953311479,48.965064199823,38.44840554641068,2049.686962773964
Siberian sturgeon,41,18.71338148641966,23.503881491106682,28.398378430030476,885.4718283598432
Siberian sturgeon,51,19.22912732178159,29.098843982563917,31.603627916727028,1201.9952653558098
Rainbow trout,62,17.48538901247007,31.203103814594574,34.261355215310125,1499.955126061039
Siberian sturgeon,27,19.1828790239319,7.003893953073625,25.60154517342789,534.4436783879511
Rainbow trout,24,14.366038635169478,11.251766883242869,23.834544357806674,442.82179182884363
Siberian sturgeon,77,15.927251877768269,46.743766937426344,38.86806337786521,2239.2638695146593
Siberian sturgeon,57,16.712199609619937,33.23168751286875,34.09541770263219,1535.972504943555
Siberian sturgeon,17,13.775706040773334,4.771882198033507,20.019996080131207,290.24778919199525
Rainbow trout,69,16.764437044709567,35.23956487945532,37.38831322170017,1647.8260941817125
Rainbow trout,12,20.766160557596383,5.1456326389752425,19.49740504727767,259.63439164997
Rainbow trout,50,16.87136219347891,27.486249529911188,32.41487957639977,1177.7111967744074
Rainbow trout,53,16.071592274413202,31.102505596644356,30.90479464715606,1224.1706717760246
Siberian sturgeon,14,18.249031382982203,6.973936260348175,18.86059077221026,196.98825545174353
Siberian sturgeon,45,18.120956889543013,20.553839434308337,32.09043856860425,1014.4036702975328
Rainbow trout,67,14.434032367557153,41.43122914198876,35.96936341216817,1657.3381924416424
Rainbow trout,77,16.939019103979902,42.768951608465734,37.46862929305328,1913.2013760315965
Rainbow trout,45,17.784889186892404,21.7823734559216,30.30501891615084,1018.575749103923
Siberian sturgeon,47,16.804702072759703,18.204471562581308,32.09321035551723,1091.3422099295383
Siberian sturgeon,74,12.581374485126414,45.800860024277775,37.89725341011725,2048.5796414418405
Siberian sturgeon,34,16.302251308600702,12.654553742144987,26.510473056015087,745.7347638992114
Rainbow trout,42,17.35843508418521,18.857763455113528,28.605534857716055,908.630683361858
Rainbow trout,65,20.085931723840247,36.23683349605109,35.370786826878245,1537.0713219542397
Rainbow trout,43,16.903329151366226,21.52178430987015,28.89177937629695,993.0106487952459
Rainbow trout,48,18.165014884329857,17.795186253886605,30.57281836636495,1071.565878681666
Rainbow trout,12,17.197893610189,6.794665660879922,16.854379706198756,208.32141815563563
Siberian sturgeon,69,17.081491477298773,39.09013773094778,35.35840160961697,1886.0411492150938
Rainbow trout,33,15.141630950624302,18.65620686110512,27.437911166860488,670.8644734731059
Rainbow trout,34,17.533192542040652,18.61234684619506,28.469365944831168,762.68702090709
Siberian sturgeon,46,18.225471639259652,24.211083473243203,30.48556485244443,1127.3322046503365
Siberian sturgeon,9,17.160580451441014,1.0,13.616006866012436,98.8851718577668
Rainbow trout,66,17.59369016441693,35.708653368749125,36.3445264217529,1603.1783578030181
Siberian sturgeon,43,14.474078747920121,22.923746957117324,30.469996908678254,1033.4574999609688
Siberian sturgeon,61,16.874597167575185,36.27439572300135,35.31228003014787,1647.5521187362424
Rainbow trout,36,17.320078873752017,17.199813247882364,28.41912677838052,740.5342932235817
Rainbow trout,44,18.728860220238683,19.74965776596106,27.010907872645,962.6838985105445
Siberian sturgeon,63,12.404058227361713,35.920450681145894,36.04326918940423,1662.0007468405124
Siberian sturgeon,11,13.647084930446248,3.9246273678615946,15.87529827870101,152.75823836905636
Rainbow trout,45,18.623746686295167,21.306137138604683,29.86694369850688,919.7796054994553
Siberian sturgeon,24,19.175941215121703,8.34481907441496,23.531675711868125,470.9120269548937
Siberian sturgeon,41,17.876123184474974,20.097074175780584,29.024384329639293,915.0196795238056
Rainbow trout,56,17.194833672405927,31.342479059645118,32.19617243829804,1323.7177854837114
Rainbow trout,54,19.75353599484964,26.009212783581127,34.001281328222134,1206.4553758683187
Rainbow trout,45,15.651574898320371,23.76736752253915,32.19824766213503,955.8965171253045
Rainbow trout,79,14.390273129823994,42.22495717866215,39.29412485350406,2015.7677693983683
Rainbow trout,30,16.78112655245968,10.286629108632889,26.51677925858034,542.7770634056005
Rainbow trout,23,16.134141414805864,11.500330140403511,24.0733584134963,455.72453860600757
Siberian sturgeon,76,15.98883716423474,47.729599156877704,39.45029440254689,2131.612935550689
Rainbow trout,24,18.409022302862923,5.305756309897067,21.840533376870894,443.21444034270195
Rainbow trout,48,16.80649366029782,23.89874751678775,29.812096666689417,1045.85165483691
Siberian sturgeon,17,18.522724772834252,9.056162618721551,16.368646905880734,209.8795336324436
Rainbow trout,79,17.327687703919416,46.775165536006064,38.2870701935983,1987.5952555089798
Siberian sturgeon,55,12.290479186829534,28.052473912786617,33.290120031631346,1348.1620683951762
Rainbow trout,28,14.363976744048598,16.630288683710916,25.047889537417728,598.8177334867075
Siberian sturgeon,68,17.7301422409072,44.453216595754306,35.59630459505489,1812.1740114797726
Rainbow trout,38,17.85030440570487,15.577381767501054,27.745842295001236,733.4399544676049
Rainbow trout,28,17.16875807666212,10.520703923618074,23.76470926408868,501.96444598748707
Siberian sturgeon,39,16.845593519888553,18.409886765182943,28.135810830782276,861.3693939269841
Rainbow trout,43,15.630830119775462,20.453892026261176,28.69690108440587,935.8032103731359
Rainbow trout,77,14.38494106890252,39.53046952143952,38.37923271134292,1978.9953255231624
Siberian sturgeon,74,18.224621700406892,45.70273572317215,39.8088956248047,2050.8666287432748
Rainbow trout,34,14.004418799647016,12.688988984853347,29.00100451565272,756.757965737024
Siberian sturgeon,76,18.104916065158143,50.4922609987221,36.88391199136429,2148.0006803081296
Siberian sturgeon,42,12.972698835582225,21.33102613191401,29.635505131455943,989.1310457598279
Rainbow trout,49,14.848169238363376,23.820323689142935,30.021950540051524,1071.7435021138099
Siberian sturgeon,9,15.66739128604817,1.0,9.461459289325703,40.865333405022554
Siberian sturgeon,43,19.61185037346397,22.284188641691532,29.156663005044106,1045.7244167268286
Rainbow trout,29,20.06554875311718,10.610364360726498,23.561613113744528,511.16944103431246
Siberian sturgeon,23,17.231394954788016,8.443693395115554,20.870777195546648,381.113327100922
Siberian sturgeon,59,15.242692460275627,32.80735973210168,33.087873211847516,1487.0098800248425
Siberian sturgeon,60,16.67018244664013,33.09116755652343,34.10296441546654,1604.7740335877768
Siberian sturgeon,34,15.807666206505651,18.626107538157726,27.523252410863634,717.1017407464121
Rainbow trout,77,19.164522220860658,41.22602916114586,37.62807927019754,1921.9127960981848
Rainbow trout,26,18.75992545592895,10.942933399160971,22.843630960320382,470.8759338299092
Siberian sturgeon,75,18.57530913642458,41.6325095445101,38.17531367672528,2067.157643833836
Siberian sturgeon,31,15.836520759765758,15.546474488168787,25.322652494960845,622.8605825707054
Rainbow trout,58,14.933854911809725,31.688226916058742,34.63355669306678,1384.4519205010683
Siberian sturgeon,75,15.258193259529659,44.86400138848633,39.213118391352644,2088.3146252320535
Rainbow trout,78,20.591419623598497,42.651324038923164,35.631568277065675,1863.2174276177261
Rainbow trout,77,17.750208721857263,43.70138607655201,38.1012315790308,1944.2475961008795
Siberian sturgeon,51,16.79683730450014,30.220505921066618,30.981961750125944,1259.521385219167
Siberian sturgeon,10,14.341214670838008,3.8228554444287424,17.348629423378465,167.3504488034115
Rainbow trout,33,19.067295314271977,14.587139728797617,24.64257572810873,627.4618702769565
Siberian sturgeon,72,15.696290937387266,49.805389118851025,39.23513875488016,2063.230191949733
Rainbow trout,65,18.5162113564642,34.082756426758564,34.873892431019826,1521.216129494831
Rainbow trout,78,14.029190480468086,46.54067984967013,37.7338758912181,1988.3204730077966
Rainbow trout,8,13.984008124068389,1.0,13.683569871584224,99.50750265603057
Rainbow trout,51,16.612328494050455,24.02905205917151,30.392492201805393,1095.4308868725777
Siberian sturgeon,71,15.303512170198466,41.113162662554885,37.360835997555135,1917.6777791469415
Rainbow trout,39,17.585897842134013,18.829381046816625,28.39428574153475,790.3219906328669
Rainbow trout,59,17.71638113220957,35.849250674638895,33.55242395085887,1390.0212794830363
Siberian sturgeon,49,17.659653502487306,25.90678647827701,32.97067221984189,1205.1431424003995
Rainbow trout,27,15.545774073498885,15.330140382047691,23.315028645204315,579.9982754374579
Siberian sturgeon,59,14.660545066795914,35.371872950166875,34.31484470844231,1548.2744527379893
Siberian sturgeon,61,17.5214876667174,34.765058028292096,36.492787125223984,1600.2339156895962
Siberian sturgeon,26,19.09989584494013,11.683894155873412,23.01919979005028,483.900820640069
Rainbow trout,12,15.030463178803736,3.254845400943155,18.699954517278883,269.3894287819902
Siberian sturgeon,26,19.77117911049409,19.513547682393018,23.715873953735326,471.94666870000094
Rainbow trout,42,13.535755254142186,20.085321896220623,29.955376970241925,900.1437140762115
Siberian sturgeon,20,14.556873895765182,8.551869061433132,21.38233686104269,316.36399936715424
Rainbow trout,57,17.042286145686973,27.85722905825806,32.55868005801331,1279.3845936356608
Rainbow trout,42,19.274020077979298,19.752312068197327,29.88086185871593,1031.3076894628798
Rainbow trout,39,16.114711703120424,14.302803929555846,28.46355648060428,788.7636276010976
Siberian sturgeon,16,16.505160434229353,3.894512102183003,19.391903245279032,301.87992474717055
Rainbow trout,13,18.063289673093816,14.267553852470524,19.210596917041105,241.5321222443242
Siberian sturgeon,64,13.069585304753412,38.07328454172581,36.12008877955073,1696.92611106433
Siberian sturgeon,34,16.78831203613181,19.666025055337904,26.379955443644125,703.6741511930129
Rainbow trout,54,15.204198172686466,26.705575643966796,33.25831619755494,1260.7363103384241
Rainbow trout,35,17.34375910213012,8.847243504369267,26.197407737285793,752.7628580666345
Siberian sturgeon,21,17.375883245716473,2.2213367104163275,22.109517217095945,369.1338089277482
Rainbow trout,77,17.76064403339946,41.384583043599456,37.009613065214566,1932.399737057857
Rainbow trout,32,20.627970534636965,7.90811719278768,26.85097869825414,640.5693245699555
Siberian sturgeon,25,16.508554350608687,10.295829216569343,22.204473286001228,387.9711653146326
Siberian sturgeon,38,18.631008858932166,20.06324589756096,29.05225763193931,867.1728423020893
Siberian sturgeon,61,15.619413967512388,36.202117094750236,35.675656723746066,1562.219974480811
Rainbow trout,48,17.867925373854167,22.87035062439402,30.274000881177557,1035.6761365041114
Rainbow trout,50,17.871591228501337,25.309922319700565,31.23630116807133,1155.9504106691911
Rainbow trout,53,15.408015483954431,27.900993621189286,31.687683080846778,1186.599644136104
Rainbow trout,53,15.405677406210918,21.437292081154943,30.652302299833863,1169.4985867011808
Rainbow trout,51,17.207688605120268,31.343023698247087,30.983737184212863,1205.1923452185845
Rainbow trout,68,17.485076721415698,37.00154491869901,37.5524839677242,1747.7656478659248
Rainbow trout,9,14.358080712893788,1.0,5.133313063547151,10.0
Rainbow trout,47,18.108928426819947,28.60363309557914,32.657264838220875,1078.218753318294
Rainbow trout,25,16.634267751407293,12.500052037127203,22.219772394028972,434.9881047072741
Siberian sturgeon,27,15.168801977189595,8.869286892175065,24.100192562956973,478.80823085126826
Siberian sturgeon,33,17.940137027059734,16.247851367339766,27.326141268653252,752.4723820220258
Rainbow trout,75,19.392487414758794,48.09312689417474,35.86975570854058,1904.2114744758765
Rainbow trout,70,16.89929236441151,37.27759886356655,35.419529313117955,1702.8030975029098
Siberian sturgeon,57,14.595686468815417,32.24868997341635,34.82464238578325,1527.3398800842185
Siberian sturgeon,71,16.07584432581024,41.24774925184734,38.95122627815732,1942.4882875998844
Rainbow trout,26,12.727955817096301,10.480302553399696,24.22629347043057,469.3708409032273
Rainbow trout,42,17.758778437216414,16.189148639965893,28.479432903146186,879.6068985940805
Rainbow trout,42,15.419621164964077,20.69124534802121,31.33729989105859,886.4835972951983
Rainbow trout,30,16.684063208023005,14.904825861567181,25.56262165099618,582.824353311333
Siberian sturgeon,74,20.2082878383746,40.53733324507384,37.07942410379926,2014.7989188276715
Siberian sturgeon,39,21.558080749199974,19.86179357107076,27.59186204839095,824.8127243210033
Siberian sturgeon,43,18.005149389642078,19.445489552293395,28.774125187999857,1034.2465420822355
Rainbow trout,57,16.179761652838828,32.252377837627385,33.16966753124744,1318.7389438526693
Rainbow trout,67,17.39754601729196,38.601518415186625,34.26809158194591,1604.5872996892044
Siberian sturgeon,66,15.511971412449654,41.962633713329126,36.145740572559546,1716.754785173343
Rainbow trout,26,14.028768967313507,10.89432765003014,24.885438246333948,512.0433438293395
Rainbow trout,19,16.359506406509144,8.181572212075581,20.739855313783668,275.0490293754434
Rainbow trout,79,15.864922989998549,42.16793766160482,38.02968207696004,1989.7265854010916
Rainbow trout,28,16.269174646958934,9.554014272142561,23.31771161444391,464.5655387247337
Siberian sturgeon,41,15.4228579414497,22.623041057472715,30.682072470506135,994.5358551210309
Siberian sturgeon,77,19.12026949029189,48.14533152280949,38.134273877137765,2156.6618172103613
Rainbow trout,41,17.606324184686063,18.53987685446238,30.028872828638878,857.9142612347758
Siberian sturgeon,10,20.274575246462355,1.1297792299806146,16.38677520607088,137.00341707122837
Rainbow trout,10,17.49018198525845,2.1205969201626576,16.051806639061134,143.06999088786478
Rainbow trout,34,15.407639587437707,16.647884989699577,26.53929822373728,643.133220539691
Siberian sturgeon,59,19.01164949152724,35.776933653454755,34.947055707783,1530.2151851463573
Rainbow trout,22,16.165959418950553,9.835693411568348,22.261063936986027,409.8306596850144
Rainbow trout,63,16.123758451387932,33.67402148473461,35.3235934916998,1580.9935627355828
Rainbow trout,33,15.381824888784694,16.08753235405397,24.752270886562776,689.8854621456488
Rainbow trout,74,20.680128708994445,39.30722479433061,36.4179830727031,1866.0241845195007
Rainbow trout,69,14.95871244977112,34.26155831166803,33.724648688182,1662.9832393661509
Siberian sturgeon,14,18.246736678768883,1.0269628200893095,19.346588360195067,252.31189987645496
Siberian sturgeon,34,18.010915224596328,15.988648677998997,27.636185802041023,748.0305257827497
Rainbow trout,26,15.65689457096579,5.321218886716932,25.538207228304195,498.84734947833016
Rainbow trout,8,20.099009599360272,3.980088568021455,12.587531881566793,66.6848870555963
Siberian sturgeon,24,18.37828728158765,12.370172525857676,23.91748853486811,555.6806776510841
Rainbow trout,62,14.824853447032623,34.25416899172762,35.23380953880101,1517.5112883062386
Siberian sturgeon,54,15.338624132403025,28.686916098454876,32.78872293454743,1350.1600028300343
Rainbow trout,41,16.523943488979278,20.540474112597742,29.215470262594383,904.769814853939
Rainbow trout,53,15.947321168775499,27.45028801372915,31.537289555395187,1268.3162165107417
Rainbow trout,49,21.546549251614643,20.853293839414395,31.235502922061848,1122.2168597652644
Siberian sturgeon,65,19.7675709736226,46.745319597222164,38.87261283056835,1853.7166029771947
Siberian sturgeon,78,15.78161192901212,49.53517473068745,40.85662973597513,2250.997147976195
Siberian sturgeon,78,21.666754008077927,45.545183254255264,40.29305015994333,2218.038483221078
Rainbow trout,74,18.445785985733778,36.167693937234034,38.98226480564663,1844.630792059733
Siberian sturgeon,27,18.284165296858962,15.463652073025457,23.503677881401636,518.5414450424851
Siberian sturgeon,50,16.821165011686816,26.677951230885117,32.63402351100325,1265.6882741011452
Siberian sturgeon,48,17.00226942564639,27.44655326915086,32.80788683682722,1158.0879491693456
Rainbow trout,58,15.643835353904137,37.04246762069986,33.177888861806764,1386.186507546294
Siberian sturgeon,17,20.352859726208138,8.387849406393391,19.086942217584067,316.3041118633347
Siberian sturgeon,9,13.596741339890801,2.296103356914763,16.80097780011629,185.03644948010464
Siberian sturgeon,56,20.05906543787069,30.38877215180978,32.8557873356799,1410.6649602693496
Rainbow trout,24,15.21238491571026,11.679928662568118,23.497898291233643,509.09163088229514
Siberian sturgeon,42,20.372610147674845,22.030472940237843,28.953123841615742,944.511308368491
Siberian sturgeon,72,17.4353601188208,49.613132954945534,37.674866666630585,1977.134784247748
Rainbow trout,48,14.2782158932878,21.703523055936166,29.893431008015874,1055.3104724765747
Rainbow trout,76,18.96757022429388,45.63051692893764,37.480386410896834,1850.4788526698203
Siberian sturgeon,39,18.431147805464672,19.816389524320332,30.055237935131103,860.1196968725509
Siberian sturgeon,72,15.739812569604172,39.455997000925535,38.61334238824225,2032.054153210725
Siberian sturgeon,27,18.290237975828497,8.182474620981441,22.480558324097323,446.70189346535926
